id,title,name,lastname,party,is_mp,is_senator,is_cabinet,is_active,votelog.__1,votelog.__2,votelog.__3,votelog.__4,votelog.__5,votelog.__6,votelog.__7,votelog.__8,votelog.__9,votelog.__10,votelog.__11,votelog.__12,votelog.__13,votelog.__14,votelog.__26,votelog.__27,votelog.__28,votelog.__29,votelog.__30,votelog.__31,votelog.__32,votelog.__33,votelog.__34,votelog.__35,votelog.__36,votelog.__37,votelog.__38,votelog.__39,votelog.__40,votelog.__41,votelog.__42,votelog.__43,votelog.__44,votelog.__45,votelog.__46,votelog.__47,votelog.__48,votelog.__49,votelog.__50,votelog.__51,votelog.__52,votelog.__53,votelog.__54,votelog.__55,votelog.__56,votelog.__57,votelog.__58,votelog.__59,votelog.__60,votelog.__61,votelog.__62,votelog.__63,votelog.__64,votelog.__65,votelog.__66,votelog.__67,votelog.__68,votelog.__69,votelog.__70,votelog.__71,votelog.__72,votelog.__73,votelog.__74,votelog.__75,votelog.__76,votelog.__77,votelog.__78,votelog.__79,votelog.__80,votelog.__81,votelog.__82,
550,พลเอก,จีระศักดิ์,ชมประสพ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
551,นายแพทย์,เจตน์,ศิรธรานนท์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,2,3,2,1,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,1,2,2,2,1,2,1,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
552,นาย,เจน,นำชัยศิริ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,2,2,2,1,3,1,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,3,3,2,1,2,2,2,2,3,1,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
553,ดร.,ฉวีรัตน์,เกษตรสุนทร,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,2,3,3,2,2,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
554,พลเอก,ฉัตรเฉลิม,เฉลิมสุข,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
555,พลเอก,ฉัตรชัย,สาริกัลยะ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,2,1,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
556,นาย,เฉลา,พวงมาลัย,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,2,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,1,1,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
557,พลอากาศตรี นายแพทย์,เฉลิมชัย,เครืองาม,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,1,3,1,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,2,3,1,1,3,1,3,1,1,,,,,,,,,,,1,4,2,-,-,-,-,-,-,-,-,-,-,-,-,
558,ผู้ช่วยศาสตราจารย์ นายแพทย์,เฉลิมชัย,บุญยะลีพรรณ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,1,2,1,2,2,1,2,1,2,3,,,,,,,,,,,,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
559,นาย,เฉลิมชัย,เฟื่องคอน,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,2,1,2,1,3,1,-,-,-,-,-,-,-,-,-,-,3,2,1,1,1,2,2,1,2,1,1,1,1,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
560,นาย,เฉลียว,เกาะแก้ว,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,1,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
561,นาย,ชยุต,สืบตระกูล,,0,1,0,0,1,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,
562,พลเอก,ชยุติ,สุวรรณมาศ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,2,3,2,2,3,2,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
563,นาย,ชลิต,แก้วจินดา,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,3,2,3,2,2,3,2,2,2,2,2,2,1,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-,-,-,-,
564,พลตำรวจเอก,ชัชวาลย์,สุขสมจิตร์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,2,1,3,1,-,-,-,-,-,-,-,-,-,-,4,3,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
565,พลอากาศเอก,ชัยพฤกษ์,ดิษยะศริน,,0,1,0,0,1,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,
566,พลเรือเอก,ชัยวัฒน์,เอี่ยมสมุทร,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,2,1,-,-,-,-,-,-,-,-,-,-,3,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
567,ดร.,ชาญวิทย์,ผลชีวิน,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,1,3,1,3,1,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,1,3,3,3,3,3,1,,,,,,,,,,,1,,2,-,-,-,-,-,-,-,-,-,-,-,-,
568,พลเอก,ชาตอุดม,ติตถะสิริ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
569,พลเรือเอก,ชุมนุม,อาจวงษ์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,3,2,3,3,2,3,2,3,2,2,3,2,1,,,,,,,,,,,1, ,2,-,-,-,-,-,-,-,-,-,-,-,-,
570,พลเอก,ชูศักดิ์,เมฆสุวรรณ์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
571,พลเอก,เชวงศักดิ์,ทองสลวย,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,,2,-,-,-,-,-,-,-,-,-,-,-,-,
572,ว่าที่ร้อยตรี,เชิดศักดิ์,จำปาเทศ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,1,2,2,3,1,1,3,3,3,3,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
573,นาย,เชิดศักดิ์,สันติวรวุฒิ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,3,3,2,3,3,1,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
574,นาย,ซากีย์,พิทักษ์คุมพล,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,1,3,3,3,3,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
575,พลเรือเอก,ฐนิธ,กิตติอำพน,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,3,1,-,-,-,-,-,-,-,-,-,-,3,3,2,3,2,2,2,2,1,3,3,3,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
576,พลเรือเอก,ณรงค์,พิพัฒนาศัย,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,3,3,2,3,1,3,2,2,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
577,นาย,ณรงค์,รัตนานุกูล,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,1,3,1,2,1,-,-,-,-,-,-,-,-,-,-,3,3,3,1,3,3,3,1,1,3,1,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
578,นาย,ณรงค์,สหเมธาพัฒน์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,2,1,2,1,2,1,-,-,-,-,-,-,-,-,-,-,3,2,2,2,2,2,2,2,1,2,2,1,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
579,นาย,ณรงค์,อ่อนสอาด,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
580,พลเอก,ณัฐ,อินทรเจริญ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,2,4,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,
581,พลเอก,ดนัย,มีชูเวท,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,2,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
582,นาง,ดวงพร,รอดพยาธื์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,2,1,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,3,3,2,3,3,1,3,3,3,3,3,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
583,ดร.,ดาวน้อย,สุทธินิภาพันธ์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,3,3,2,2,3,1,3,1,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
584,ดร.,ดิเรกฤทธิ์,เจนครองธรรม,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,2,1,2,1,3,1,-,-,-,-,-,-,-,-,-,-,2,2,3,1,3,3,1,1,3,3,3,3,1,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
585,นาย,ดุสิต,เขมะศักดิ์ชัย,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,2,3,3,1,2,3,-,-,-,-,-,-,-,-,-,-,3,2,2,3,2,2,1,2,3,3,1,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
586,พลตำรวจเอก,เดชณรงค์,สุทธิชาญบัญชา,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,3,1,3,3,3,1,3,3,3,3,1,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
587,พลตำรวจโท,ตรีทศ,รณฤทธิวิชัย,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,1,3,3,3,1,3,3,3,3,1,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
588,พลอากาศเอก,ตรีทศ,สนแจ้ง,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,3,2,2,2,2,2,2,3,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
589,ดร.,ตวง,อันทะไชย,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,1,3,3,1,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,1,3,3,3,1,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
590,พลเอก,ไตรโรจน์,ครุธเวโช,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,3,3,3,2,2,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
591,นาย,ถนัด,มานะพันธ์ุนิยม,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,2,1,-,-,-,-,-,-,-,-,-,-,3,3,2,2,2,2,2,2,1,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
592,นาย,ถวิล,เปลี่ยนศรี,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,2,2,1,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,3,2,2,2,1,3,2,2,2,1,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
593,นาย,ถาวร,เทพวิมลเพชรกุล,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,2,1,-,-,-,-,-,-,-,-,-,-,3,2,2,2,3,3,3,2,2,2,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
594,พลอากาศเอก,ถาวร,มณีพฤกษ์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
595,นาย,ทรงเดช,เสมอคำ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,3,3,3,2,1,-,-,-,-,-,-,-,-,-,-,3,2,2,3,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
596,พลเอก,ทวีป,เนตรนิยม,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
597,นายแพทย์,ทวีวงษ์,จุลกมนตรี,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
598,นาง,ทัศนา,ยุวานนท์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,2,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,3,2,2,3,2,2,2,2,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
599,ร้อยเอก ดร.,ทินพันธุ์,นาคะตะ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,4,4,4,4,4,4,4,4,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,1,,-,-,-,-,-,-,-,-,-,-,-,-,
600,พลเอก,เทพพงศ์,ทิพยจันทร์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
601,พลเอก,ธงชัย,สาระสุข,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
602,พลเอก ดร.,ธนะศักดิ์,ปฏิมาประกร,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,4,4,4,4,4,4,4,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
603,พลเอก,ธวัชชัย,สมุทรสาคร,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,2,2,2,2,2,2,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
604,นาย,ธานี,สุโชดายน,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,2,2,3,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,
605,นาย,ธานี,อ่อนละเอียด,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,1,3,2,3,3,1,3,3,3,1,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
606,พลเอก,ธีรเดช,มีเพียร,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,2,1,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,3,3,3,1,3,1,3,3,1,,,,,,,,,,,,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
607,นาย,ธีระเกียรติ,เจริญเศรษฐศิลป์,,0,1,0,0,1,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,
608,พลเรือเอก,นพดล,โชคระดา,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,1,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
609,พลเอก,นพดล,อินทปัญญา,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,1,,-,-,-,-,-,-,-,-,-,-,-,-,
610,พลเอก,นาวิน,ดำริกาญจน์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,2,3,2,1,3,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,2,2,1,2,3,2,2,2,1,2,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
611,นาย,นิพนธ์,นาคสมภพ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,3,3,1,3,3,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
612,พลเอก,นิวัตร,มีนะโยธิน,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
613,ดร.,นิสดารก์,เวชยานนท์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,3,4,-,-,-,-,-,-,-,-,-,-,4,2,2,3,3,3,3,3,1,3,1,3,3,1,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-,-,-,-,
614,นาย,นิอาแซ,ซีอุเซ็ง,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
615,นาย,เนาวรัตน์,พงษ์ไพบูลย์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,1,3,3,1,3,-,-,-,-,-,-,-,-,-,-,1,2,1,1,1,2,1,1,1,1,1,1,1,1,,,,,,,,,,,,1,1,-,-,-,-,-,-,-,-,-,-,-,-,
616,นาย,บรรชา,พงศ์อายุกูล,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,3,3,3,2,2,1,1,1,1,1,1,1,,,,,,,,,,,,,2,-,-,-,-,-,-,-,-,-,-,-,-,
617,พลเอก,บุญธรรม,โอริส,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,2,2,3,2,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
618,นาย,บุญมี,สุระโคตร,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,2,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,,1,,-,-,-,-,-,-,-,-,-,-,-,-,
619,ดร.,บุญส่ง,ไข่เกษ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,3,1,1,1,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
620,พลเอก ดร.,บุญสร้าง,เนียมประดิษฐ์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,2,2,2,2,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
621,นาง,เบญจรัตน์,จริยธาราสิทธิ์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
622,หม่อมหลวง,ปนัดดา,ดิศกุล,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,2,4,-,-,-,-,-,-,-,-,-,-,4,3,3,1,3,3,3,1,3,3,3,3,3,1,,,,,,,,,,,,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
623,พลอากาศเอก ดร.,ประจิน,จั่นตอง,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,2,1,2,1,2,1,-,-,-,-,-,-,-,-,-,-,3,3,3,3,3,3,3,1,1,3,3,3,3,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
624,นาย,ประดิษฐ์,เหลืองอร่าม,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,3,1,3,1,2,1,-,-,-,-,-,-,-,-,-,-,3,3,2,3,2,2,3,3,1,2,3,3,3,1,,,,,,,,,,,1,1,,-,-,-,-,-,-,-,-,-,-,-,-,
625,นาง,ประภาศรี,สุฉันทบุตร,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,2,1,2,1,2,1,-,-,-,-,-,-,-,-,-,-,4,2,2,2,1,2,1,1,1,2,2,1,1,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
626,นาย,ประมนต์,สุธีวงศ์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,2,1,3,1,3,1,-,-,-,-,-,-,-,-,-,-,4,2,1,3,1,2,1,2,1,3,1,1,1,1,,,,,,,,,,,,1,,-,-,-,-,-,-,-,-,-,-,-,-,
627,นาย,ประมาณ,สว่างญาติ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,,2,-,-,-,-,-,-,-,-,-,-,-,-,
628,ร้อยเอก,ประยุทธ,เสาวคนธ์,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,3,3,2,2,2,2,2,1,-,-,-,-,-,-,-,-,-,-,3,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
629,นาง,ประยูร,เหล่าสายเชื้อ,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
630,พลเอก ดร.,ประสาท,สุขเกษตร,,0,1,0,1,1,-,-,-,-,-,-,-,-,-,,,-,-,1,1,3,3,3,3,3,1,-,-,-,-,-,-,-,-,-,-,3,2,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,
